Store_ID,Date_time,Sales
10,2021-07-13,2712.0
1,2021-07-14,1655.0
2,2021-07-14,1141.0
3,2021-07-14,1774.0
4,2021-07-14,1094.0
5,2021-07-14,1921.0
6,2021-07-14,3907.0
7,2021-07-14,2550.0
8,2021-07-14,1268.0
9,2021-07-14,2062.0
10,2021-07-14,2908.0
1,2021-07-15,2542.0
2,2021-07-15,2017.0
3,2021-07-15,2206.0
4,2021-07-15,1755.0
5,2021-07-15,2415.0
6,2021-07-15,5847.0
7,2021-07-15,2773.0
8,2021-07-15,2130.0
9,2021-07-15,2402.0
10,2021-07-15,4026.0
1,2021-07-16,2036.0
2,2021-07-16,1483.0
3,2021-07-16,2271.0
4,2021-07-16,1249.0
5,2021-07-16,2303.0
6,2021-07-16,5009.0
7,2021-07-16,2493.0
8,2021-07-16,1483.0
9,2021-07-16,2355.0
10,2021-07-16,3693.0
1,2021-07-17,2483.0
2,2021-07-17,1800.0
3,2021-07-17,2381.0
4,2021-07-17,1621.0
5,2021-07-17,2763.0
6,2021-07-17,5990.0
7,2021-07-17,2742.0
8,2021-07-17,1751.0
9,2021-07-17,2691.0
10,2021-07-17,4715.0
1,2021-07-18,2543.0
2,2021-07-18,2071.0
3,2021-07-18,2947.0
4,2021-07-18,1960.0
5,2021-07-18,3090.0
6,2021-07-18,6482.0
7,2021-07-18,2726.0
8,2021-07-18,1567.0
9,2021-07-18,3390.0
10,2021-07-18,4472.0
1,2021-07-19,1905.0
2,2021-07-19,1552.0
3,2021-07-19,3085.0
4,2021-07-19,1804.0
5,2021-07-19,2656.0
6,2021-07-19,5883.0
7,2021-07-19,2966.0
8,2021-07-19,1394.0
9,2021-07-19,3304.0
10,2021-07-19,3960.0
1,2021-07-20,422.0
2,2021-07-20,353.0
3,2021-07-20,1024.0
4,2021-07-20,605.0
5,2021-07-20,929.0
6,2021-07-20,1970.0
7,2021-07-20,3006.0
8,2021-07-20,409.0
9,2021-07-20,1455.0
1,2021-07-21,1166.0
2,2021-07-21,
3,2021-07-21,2026.0
4,2021-07-21,861.0
5,2021-07-21,1399.0
6,2021-07-21,2878.0
7,2021-07-21,2645.0
8,2021-07-21,816.0
9,2021-07-21,1981.0
10,2021-07-21,1760.0
1,2021-07-22,1318.0
2,2021-07-22,857.0
3,2021-07-22,1980.0
4,2021-07-22,803.0
5,2021-07-22,1510.0
6,2021-07-22,2936.0
7,2021-07-22,2738.0
8,2021-07-22,873.0
9,2021-07-22,1832.0
10,2021-07-22,2389.0
1,2021-07-23,1242.0
2,2021-07-23,787.0
3,2021-07-23,1911.0
4,2021-07-23,746.0
5,2021-07-23,1430.0
6,2021-07-23,2510.0
7,2021-07-23,3049.0
8,2021-07-23,900.0
9,2021-07-23,2022.0
10,2021-07-23,2701.0
1,2021-07-24,1318.0
2,2021-07-24,845.0
3,2021-07-24,1390.0
4,2021-07-24,682.0
5,2021-07-24,1301.0
6,2021-07-24,2720.0
7,2021-07-24,2860.0
8,2021-07-24,907.0
9,2021-07-24,1940.0
10,2021-07-24,2602.0
1,2021-07-25,1133.0
2,2021-07-25,702.0
3,2021-07-25,1280.0
4,2021-07-25,712.0
5,2021-07-25,1291.0
6,2021-07-25,2370.0
7,2021-07-25,2621.0
8,2021-07-25,751.0
9,2021-07-25,1673.0
10,2021-07-25,2210.0
1,2021-07-26,799.0
2,2021-07-26,623.0
3,2021-07-26,1445.0
4,2021-07-26,489.0
5,2021-07-26,1177.0
6,2021-07-26,2179.0
7,2021-07-26,2234.0
8,2021-07-26,612.0
9,2021-07-26,1629.0
10,2021-07-26,2578.0
1,2021-07-27,979.0
2,2021-07-27,
3,2021-07-27,1271.0
4,2021-07-27,489.0
5,2021-07-27,996.0
6,2021-07-27,2217.0
7,2021-07-27,2440.0
8,2021-07-27,626.0
9,2021-07-27,1270.0
10,2021-07-27,2382.0
1,2021-07-28,854.0
2,2021-07-28,585.0
3,2021-07-28,1187.0
4,2021-07-28,524.0
5,2021-07-28,1159.0
6,2021-07-28,2419.0
7,2021-07-28,
8,2021-07-28,782.0
9,2021-07-28,1411.0
10,2021-07-28,2590.0
1,2021-07-29,
2,2021-07-29,572.0
3,2021-07-29,1448.0
4,2021-07-29,542.0
5,2021-07-29,
6,2021-07-29,2297.0
7,2021-07-29,2546.0
8,2021-07-29,732.0
9,2021-07-29,
10,2021-07-29,2382.0
1,2021-07-30,897.0
2,2021-07-30,577.0
3,2021-07-30,1225.0
4,2021-07-30,590.0
5,2021-07-30,1064.0
6,2021-07-30,2317.0
7,2021-07-30,2646.0
8,2021-07-30,705.0
9,2021-07-30,1516.0
10,2021-07-30,2173.0
1,2021-07-31,1106.0
2,2021-07-31,792.0
3,2021-07-31,1319.0
4,2021-07-31,853.0
5,2021-07-31,1201.0
6,2021-07-31,2430.0
7,2021-07-31,2420.0
8,2021-07-31,649.0
9,2021-07-31,1645.0
10,2021-07-31,
1,2021-08-01,1214.0
2,2021-08-01,850.0
3,2021-08-01,1566.0
4,2021-08-01,887.0
5,2021-08-01,1372.0
6,2021-08-01,2438.0
7,2021-08-01,2211.0
8,2021-08-01,800.0
9,2021-08-01,1731.0
10,2021-08-01,2159.0
1,2021-08-02,839.0
2,2021-08-02,533.0
3,2021-08-02,1407.0
4,2021-08-02,462.0
5,2021-08-02,1086.0
6,2021-08-02,2197.0
7,2021-08-02,2457.0
8,2021-08-02,520.0
9,2021-08-02,
10,2021-08-02,2507.0
1,2021-08-03,968.0
2,2021-08-03,629.0
3,2021-08-03,1562.0
4,2021-08-03,
5,2021-08-03,1105.0
6,2021-08-03,2325.0
7,2021-08-03,2220.0
8,2021-08-03,561.0
9,2021-08-03,1370.0
10,2021-08-03,
1,2021-08-04,1000.0
2,2021-08-04,669.0
3,2021-08-04,1201.0
4,2021-08-04,633.0
5,2021-08-04,1228.0
6,2021-08-04,2432.0
7,2021-08-04,
8,2021-08-04,644.0
9,2021-08-04,1308.0
10,2021-08-04,2383.0
1,2021-08-05,932.0
2,2021-08-05,550.0
3,2021-08-05,1379.0
4,2021-08-05,698.0
5,2021-08-05,1008.0
6,2021-08-05,2747.0
7,2021-08-05,2566.0
8,2021-08-05,626.0
9,2021-08-05,1415.0
10,2021-08-05,2751.0
1,2021-08-06,894.0
2,2021-08-06,607.0
3,2021-08-06,1459.0
4,2021-08-06,717.0
5,2021-08-06,1140.0
6,2021-08-06,2671.0
7,2021-08-06,2436.0
8,2021-08-06,740.0
9,2021-08-06,1180.0
10,2021-08-06,2305.0
1,2021-08-07,1233.0
2,2021-08-07,798.0
3,2021-08-07,1467.0
4,2021-08-07,964.0
5,2021-08-07,1413.0
6,2021-08-07,3049.0
7,2021-08-07,2724.0
8,2021-08-07,1001.0
9,2021-08-07,1693.0
10,2021-08-07,2892.0
1,2021-08-08,1292.0
2,2021-08-08,838.0
3,2021-08-08,1778.0
4,2021-08-08,1063.0
5,2021-08-08,1508.0
6,2021-08-08,2448.0
7,2021-08-08,
8,2021-08-08,790.0
9,2021-08-08,1628.0
10,2021-08-08,
1,2021-08-09,1139.0
2,2021-08-09,667.0
3,2021-08-09,1282.0
4,2021-08-09,531.0
5,2021-08-09,1217.0
6,2021-08-09,2315.0
7,2021-08-09,2085.0
8,2021-08-09,
9,2021-08-09,1463.0
10,2021-08-09,3056.0
1,2021-08-10,965.0
2,2021-08-10,626.0
3,2021-08-10,1377.0
4,2021-08-10,624.0
5,2021-08-10,1158.0
6,2021-08-10,2108.0
7,2021-08-10,2317.0
8,2021-08-10,612.0
9,2021-08-10,1299.0
10,2021-08-10,2537.0
1,2021-08-11,979.0
2,2021-08-11,570.0
3,2021-08-11,
4,2021-08-11,636.0
5,2021-08-11,1096.0
6,2021-08-11,2197.0
7,2021-08-11,2319.0
8,2021-08-11,651.0
9,2021-08-11,1325.0
10,2021-08-11,
1,2021-08-12,1008.0
2,2021-08-12,644.0
3,2021-08-12,1373.0
4,2021-08-12,618.0
5,2021-08-12,1188.0
6,2021-08-12,2340.0
7,2021-08-12,2091.0
8,2021-08-12,571.0
9,2021-08-12,1138.0
10,2021-08-12,2705.0
1,2021-08-13,975.0
2,2021-08-13,599.0
3,2021-08-13,1301.0
4,2021-08-13,694.0
5,2021-08-13,1111.0
6,2021-08-13,2192.0
7,2021-08-13,2080.0
8,2021-08-13,532.0
9,2021-08-13,1572.0
10,2021-08-13,2407.0
1,2021-08-14,1175.0
2,2021-08-14,810.0
3,2021-08-14,1490.0
4,2021-08-14,896.0
5,2021-08-14,1265.0
6,2021-08-14,2544.0
7,2021-08-14,2503.0
8,2021-08-14,837.0
9,2021-08-14,1658.0
10,2021-08-14,2828.0
1,2021-08-15,1205.0
2,2021-08-15,890.0
3,2021-08-15,1685.0
4,2021-08-15,1017.0
5,2021-08-15,1352.0
6,2021-08-15,2517.0
7,2021-08-15,2045.0
8,2021-08-15,975.0
9,2021-08-15,1619.0
10,2021-08-15,2505.0
1,2021-08-16,1043.0
2,2021-08-16,542.0
3,2021-08-16,1345.0
4,2021-08-16,567.0
5,2021-08-16,1032.0
6,2021-08-16,2096.0
7,2021-08-16,2036.0
8,2021-08-16,606.0
9,2021-08-16,1254.0
10,2021-08-16,2585.0
1,2021-08-17,1050.0
2,2021-08-17,556.0
3,2021-08-17,1155.0
4,2021-08-17,513.0
5,2021-08-17,1121.0
6,2021-08-17,2252.0
7,2021-08-17,1766.0
8,2021-08-17,540.0
9,2021-08-17,1210.0
10,2021-08-17,2521.0
1,2021-08-18,996.0
2,2021-08-18,517.0
3,2021-08-18,1165.0
4,2021-08-18,430.0
5,2021-08-18,
6,2021-08-18,1870.0
7,2021-08-18,1909.0
8,2021-08-18,533.0
9,2021-08-18,1318.0
10,2021-08-18,2482.0
1,2021-08-19,901.0
2,2021-08-19,580.0
3,2021-08-19,1095.0
4,2021-08-19,520.0
5,2021-08-19,1120.0
6,2021-08-19,2113.0
7,2021-08-19,2103.0
8,2021-08-19,558.0
9,2021-08-19,1283.0
10,2021-08-19,2151.0
1,2021-08-20,755.0
2,2021-08-20,615.0
3,2021-08-20,1329.0
4,2021-08-20,703.0
5,2021-08-20,1058.0
6,2021-08-20,2196.0
7,2021-08-20,1831.0
8,2021-08-20,612.0
9,2021-08-20,
10,2021-08-20,2351.0
1,2021-08-21,1033.0
2,2021-08-21,663.0
3,2021-08-21,1245.0
4,2021-08-21,851.0
5,2021-08-21,1105.0
6,2021-08-21,2616.0
7,2021-08-21,1903.0
8,2021-08-21,729.0
9,2021-08-21,1404.0
10,2021-08-21,2448.0
1,2021-08-22,1159.0
2,2021-08-22,935.0
3,2021-08-22,1365.0
4,2021-08-22,924.0
5,2021-08-22,
6,2021-08-22,2283.0
7,2021-08-22,2013.0
8,2021-08-22,820.0
9,2021-08-22,1503.0
10,2021-08-22,1993.0
1,2021-08-23,878.0
2,2021-08-23,519.0
3,2021-08-23,989.0
4,2021-08-23,
5,2021-08-23,995.0
6,2021-08-23,1928.0
7,2021-08-23,1842.0
8,2021-08-23,473.0
9,2021-08-23,1201.0
10,2021-08-23,2172.0
1,2021-08-24,778.0
2,2021-08-24,539.0
3,2021-08-24,1166.0
4,2021-08-24,521.0
5,2021-08-24,1050.0
6,2021-08-24,2080.0
7,2021-08-24,1767.0
8,2021-08-24,711.0
9,2021-08-24,1353.0
10,2021-08-24,2010.0
1,2021-08-25,860.0
2,2021-08-25,547.0
3,2021-08-25,1118.0
4,2021-08-25,632.0
5,2021-08-25,948.0
6,2021-08-25,2005.0
7,2021-08-25,1793.0
8,2021-08-25,563.0
9,2021-08-25,1352.0
10,2021-08-25,2279.0
1,2021-08-26,883.0
2,2021-08-26,590.0
3,2021-08-26,1258.0
4,2021-08-26,636.0
5,2021-08-26,931.0
6,2021-08-26,2100.0
7,2021-08-26,1806.0
8,2021-08-26,517.0
9,2021-08-26,1178.0
10,2021-08-26,
1,2021-08-27,758.0
2,2021-08-27,542.0
3,2021-08-27,1023.0
4,2021-08-27,602.0
5,2021-08-27,935.0
6,2021-08-27,2127.0
7,2021-08-27,2040.0
8,2021-08-27,530.0
9,2021-08-27,1294.0
10,2021-08-27,1774.0
1,2021-08-28,1113.0
2,2021-08-28,626.0
3,2021-08-28,1244.0
4,2021-08-28,845.0
5,2021-08-28,1026.0
6,2021-08-28,2299.0
7,2021-08-28,1959.0
8,2021-08-28,895.0
9,2021-08-28,
10,2021-08-28,
1,2021-08-29,1187.0
2,2021-08-29,619.0
3,2021-08-29,1216.0
4,2021-08-29,796.0
5,2021-08-29,1182.0
6,2021-08-29,2588.0
7,2021-08-29,
8,2021-08-29,795.0
9,2021-08-29,1514.0
10,2021-08-29,1543.0
1,2021-08-30,909.0
2,2021-08-30,637.0
3,2021-08-30,1061.0
4,2021-08-30,816.0
5,2021-08-30,1162.0
6,2021-08-30,
7,2021-08-30,1909.0
8,2021-08-30,820.0
9,2021-08-30,1399.0
10,2021-08-30,1860.0
1,2021-08-31,734.0
2,2021-08-31,575.0
3,2021-08-31,1022.0
4,2021-08-31,701.0
5,2021-08-31,
6,2021-08-31,2064.0
7,2021-08-31,1762.0
8,2021-08-31,702.0
9,2021-08-31,1307.0
10,2021-08-31,1579.0
1,2021-09-01,888.0
2,2021-09-01,633.0
3,2021-09-01,1022.0
4,2021-09-01,869.0
5,2021-09-01,977.0
6,2021-09-01,2444.0
7,2021-09-01,
8,2021-09-01,611.0
9,2021-09-01,1017.0
10,2021-09-01,1659.0
1,2021-09-02,868.0
2,2021-09-02,589.0
3,2021-09-02,
4,2021-09-02,927.0
5,2021-09-02,1069.0
6,2021-09-02,2791.0
7,2021-09-02,2064.0
8,2021-09-02,796.0
9,2021-09-02,1276.0
10,2021-09-02,1805.0
1,2021-09-03,908.0
2,2021-09-03,643.0
3,2021-09-03,1033.0
4,2021-09-03,781.0
5,2021-09-03,1009.0
6,2021-09-03,2871.0
7,2021-09-03,2275.0
8,2021-09-03,621.0
9,2021-09-03,1353.0
10,2021-09-03,1728.0
1,2021-09-04,1332.0
2,2021-09-04,1047.0
3,2021-09-04,1243.0
4,2021-09-04,
5,2021-09-04,1435.0
6,2021-09-04,3394.0
7,2021-09-04,2625.0
8,2021-09-04,1127.0
9,2021-09-04,1601.0
10,2021-09-04,2267.0
1,2021-09-05,1393.0
2,2021-09-05,1100.0
3,2021-09-05,1553.0
4,2021-09-05,1572.0
5,2021-09-05,1561.0
6,2021-09-05,3569.0
7,2021-09-05,2498.0
8,2021-09-05,1074.0
9,2021-09-05,2007.0
10,2021-09-05,2290.0
1,2021-09-06,697.0
2,2021-09-06,497.0
3,2021-09-06,837.0
4,2021-09-06,582.0
5,2021-09-06,751.0
6,2021-09-06,2399.0
7,2021-09-06,2414.0
8,2021-09-06,544.0
9,2021-09-06,1373.0
10,2021-09-06,1586.0
1,2021-09-07,764.0
2,2021-09-07,556.0
3,2021-09-07,956.0
4,2021-09-07,754.0
5,2021-09-07,924.0
6,2021-09-07,2639.0
7,2021-09-07,3138.0
8,2021-09-07,635.0
9,2021-09-07,1080.0
10,2021-09-07,1479.0
1,2021-09-08,709.0
2,2021-09-08,593.0
3,2021-09-08,895.0
4,2021-09-08,727.0
5,2021-09-08,859.0
6,2021-09-08,2487.0
7,2021-09-08,2900.0
8,2021-09-08,742.0
9,2021-09-08,1043.0
10,2021-09-08,1705.0
1,2021-09-09,731.0
2,2021-09-09,516.0
3,2021-09-09,816.0
4,2021-09-09,687.0
5,2021-09-09,849.0
6,2021-09-09,2498.0
7,2021-09-09,3222.0
8,2021-09-09,704.0
9,2021-09-09,1313.0
10,2021-09-09,1555.0
1,2021-09-10,819.0
2,2021-09-10,523.0
3,2021-09-10,960.0
4,2021-09-10,670.0
5,2021-09-10,1017.0
6,2021-09-10,2548.0
7,2021-09-10,3193.0
8,2021-09-10,623.0
9,2021-09-10,1280.0
10,2021-09-10,1413.0
1,2021-09-11,
2,2021-09-11,1018.0
3,2021-09-11,1426.0
4,2021-09-11,1261.0
5,2021-09-11,1393.0
6,2021-09-11,3478.0
7,2021-09-11,3179.0
8,2021-09-11,1225.0
9,2021-09-11,1539.0
10,2021-09-11,2340.0
1,2021-09-12,1343.0
2,2021-09-12,1078.0
3,2021-09-12,1712.0
4,2021-09-12,1426.0
5,2021-09-12,1555.0
6,2021-09-12,3553.0
7,2021-09-12,3023.0
8,2021-09-12,1135.0
9,2021-09-12,1881.0
10,2021-09-12,2021.0
1,2021-09-13,613.0
2,2021-09-13,450.0
3,2021-09-13,963.0
4,2021-09-13,589.0
5,2021-09-13,797.0
6,2021-09-13,2221.0
7,2021-09-13,2527.0
8,2021-09-13,524.0
9,2021-09-13,1155.0
10,2021-09-13,1535.0
1,2021-09-14,608.0
2,2021-09-14,421.0
3,2021-09-14,
4,2021-09-14,662.0
5,2021-09-14,1056.0
6,2021-09-14,2245.0
7,2021-09-14,2524.0
8,2021-09-14,559.0
9,2021-09-14,1549.0
10,2021-09-14,1413.0
1,2021-09-15,819.0
2,2021-09-15,494.0
3,2021-09-15,711.0
4,2021-09-15,
5,2021-09-15,826.0
6,2021-09-15,2080.0
7,2021-09-15,2833.0
8,2021-09-15,603.0
9,2021-09-15,1660.0
10,2021-09-15,1503.0
1,2021-09-16,610.0
2,2021-09-16,542.0
3,2021-09-16,858.0
4,2021-09-16,644.0
5,2021-09-16,724.0
6,2021-09-16,2398.0
7,2021-09-16,2568.0
